"date","FL152090005.Q","FL152090006.Q","FL152000005.Q","FL152000006.Q","FL154190005.Q","FL154190006.Q","LM152010005.Q","LM152010006.Q","FL154090005.Q","FL154090006.Q","FL153165105.Q","FL153165106.Q","FL153166000.Q","FL153166006.Q","FL154199005.Q","FL154199006.Q","LM155035015.Q","LM155035016.Q","LM155111005.Q","LM155111006.Q","LM162010005.Q","LM162010006.Q","FL154000025.Q","FL154000026.Q","LM153064105.Q","LM153064106.Q","LM153064175.Q","LM153064176.Q","LM154022005.Q","LM154022006.Q","LM154022075.Q","LM154022076.Q","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC154022375.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q"
"2006:Q4", 68317273,676.58, 81955208,811.65,13637935,135.06,31074552,307.75, 50880656,503.90, 9946395, 98.50,2456716,24.33,1234824,12.23,24111167,238.79,4298259,42.57,2665126,26.39, 7169594, 71.00,10032424, 99.36, 6379565,63.18,2445117,24.22,1717897,17.01, 9440869, 93.50, 8397413, 83.16,5297778,52.47, 1432783, 1176896,-115403,  136423,  234868,10097401
"2006:Q3", 66884490,669.36, 80256097,803.18,13371607,133.82,30892235,309.16, 49363862,494.02, 9793647, 98.01,2411441,24.13,1166519,11.67,24029723,240.48,4258278,42.62,2604234,26.06, 6982303, 69.88, 9342110, 93.49, 5892983,58.98,2625322,26.27,1653095,16.54, 9326114, 93.33, 8283659, 82.90,5258276,52.62, 1152021,  504329,  50432,  339324,  257936, 9992331
"2006:Q2", 65732469,663.53, 78774243,795.17,13041774,131.65,30498131,307.86, 48276112,487.32, 9552063, 96.42,2349611,23.72,1140100,11.51,23754495,239.79,4209230,42.49,2534406,25.58, 6825410, 68.90, 9054730, 91.40, 5676034,57.30,2643709,26.69,1584275,15.99, 9211905, 92.99, 8068093, 81.44,5211956,52.61,  275617, -406447,   8209,  470631,  203224, 9906545
"2006:Q1", 65456852,669.03, 78139970,798.66,12683118,129.63,29974840,306.37, 48165130,492.29, 9245074, 94.49,2337585,23.89,1100459,11.25,23374634,238.91,4160811,42.53,2439395,24.93, 6724744, 68.73, 9350283, 95.57, 5786928,59.15,2645978,27.04,1573797,16.09, 9098966, 93.00, 7840528, 80.14,5143906,52.58, 1955898, 1402246,  24240,  140960,  388452, 9783857
"2005:Q4", 63500954,664.50, 75823809,793.46,12322855,128.95,29774373,311.57, 46049436,481.88, 8945911, 93.61,2320555,24.28,1056389,11.05,23291664,243.74,4106270,42.97,2376439,24.87, 6494574, 67.96, 8126077, 85.04, 5608888,58.69,2581120,27.01,1614415,16.89, 8984585, 94.02, 7776192, 81.37,4863584,50.89, 1406934,  301669,  96842,  752237,  256185, 9556135
"2005:Q3", 62094020,660.83, 74116321,788.78,12022301,127.95,28969534,308.31, 45146787,480.47, 8683099, 92.41,2278385,24.25,1060817,11.29,22612034,240.65,4057915,43.19,2299585,24.47, 6349345, 67.57, 8000844, 85.15, 5432452,57.81,2503487,26.64,1595205,16.98, 8882521, 94.53, 7586541, 80.74,4796391,51.05, 1727034,  713660,-167566,  873005,  307935, 9396375
"2005:Q2", 60366986,651.78, 72027540,777.68,11660554,125.90,28053765,302.90, 43973775,474.79, 8384850, 90.53,2232389,24.10,1043315,11.26,21834296,235.75,4018360,43.39,2201109,23.77, 6224347, 67.20, 7586768, 81.91, 5132868,55.42,2703321,29.19,1562938,16.88, 8779854, 94.80, 7241152, 78.18,4742527,51.21, 1532884,  403574, 179663,  748051,  201595, 9261799
"2005:Q1", 58834102,645.09, 70158160,769.25,11324058,124.16,27237453,298.65, 42920707,470.61, 8093345, 88.74,2204974,24.18,1025739,11.25,21134037,231.73,3955139,43.37,2148277,23.55, 6183658, 67.80, 7328865, 80.36, 4987197,54.68,2573487,28.22,1513108,16.59, 8676911, 95.14, 6946527, 76.17,4710954,51.65,  907354,  -25789, -62306,  733838,  261611, 9120285
"2004:Q4", 57926748,630.17, 69042045,751.09,11115297,120.92,26440996,287.64, 42601049,463.44, 7864540, 85.56,2220119,24.15,1030638,11.21,20467531,222.66,3898219,42.41,2075246,22.58, 6094117, 66.30, 7287233, 79.28, 5054619,54.99,2632059,28.63,1516842,16.50, 8575044, 93.29, 6788019, 73.84,4653116,50.62, 2205080, 1082122, 113477,  710480,  299001, 9192274
"2004:Q3", 55721667,618.48, 66480100,737.89,10758432,119.41,25654141,284.75, 40825959,453.14, 7610524, 84.47,2164875,24.03, 983034,10.91,19773076,219.47,3827860,42.49,2053205,22.79, 5958543, 66.14, 6744479, 74.86, 4515250,50.12,2541656,28.21,1493768,16.58, 8414526, 93.40, 6648487, 73.79,4509249,50.05, 1286637,  -90679, 204024,  835944,  337348, 9009501
"2004:Q2", 54435030,611.08, 64912468,728.70,10477438,117.62,24781299,278.19, 40131169,450.51, 7364900, 82.68,2114539,23.74, 997998,11.20,19045598,213.80,3795114,42.60,1940587,21.78, 5964388, 66.96, 6833865, 76.72, 4516543,50.70,2387239,26.80,1444161,16.21, 8255403, 92.67, 6292971, 70.64,4436597,49.80,  898697,   31095,-138079,  696973,  308708, 8907978
"2004:Q1", 53536333,611.23, 63698220,727.25,10161887,116.02,24021370,274.26, 39676850,453.00, 7095365, 81.01,2096472,23.94, 970050,11.08,18433992,210.46,3737766,42.67,1849612,21.12, 5926897, 67.67, 6845597, 78.16, 4473717,51.08,2538011,28.98,1431469,16.34, 8096806, 92.44, 5946776, 67.90,4417578,50.44, 2480583,  486781, 790382,  778494,  424925, 8758765
"2003:Q4", 51055751,590.06, 61021545,705.24, 9965795,115.18,23178259,267.88, 37843286,437.36, 6919260, 79.97,2102932,24.30, 943603,10.91,17742705,205.06,3677601,42.50,1757953,20.32, 5823416, 67.30, 6563186, 75.85, 4269347,49.34,1730189,20.00,1448909,16.75, 7938164, 91.74, 5773458, 66.73,4296618,49.66, 1924396, 1261647, 167105,  459526,   36119, 8652611
"2003:Q3", 49131354,572.16, 58837375,685.19, 9706021,113.03,22666646,263.97, 36170729,421.23, 6711539, 78.16,2059675,23.99, 934807,10.89,17311879,201.61,3630843,42.28,1723924,20.08, 5798448, 67.53, 5834540, 67.95, 3736346,43.51,1585091,18.46,1426902,16.62, 7855820, 91.49, 5690288, 66.27,4243295,49.42,  908262,  549406, -32032,  397281,   -6393, 8586985
"2003:Q2", 48223093,574.91, 57672133,687.56, 9449040,112.65,22220317,264.91, 35451816,422.65, 6467196, 77.10,2021930,24.11, 959914,11.44,16895940,201.43,3586058,42.75,1738319,20.72, 5838169, 69.60, 5489144, 65.44, 3532336,42.11,1607275,19.16,1436750,17.13, 7775362, 92.70, 5574293, 66.46,4198487,50.05, 1908623, 1400323,  31719,  405387,   71193, 8387901
"2003:Q1", 46314470,558.99, 55372236,668.31, 9057767,109.32,21773933,262.80, 33598303,405.51, 6205804, 74.90,1989123,24.01, 862840,10.41,16491272,199.04,3549583,42.84,1733078,20.92, 5787923, 69.86, 4647894, 56.10, 2973263,35.89,1658492,20.02,1353814,16.34, 7693452, 92.86, 5431501, 65.56,4051965,48.91,  236574, -404795, -34940,  432272,  244037, 8285363
"2002:Q4", 46077896,560.53, 54946030,668.41, 8868134,107.88,21315067,259.29, 33630963,409.11, 6031605, 73.37,1997008,24.29, 839521,10.21,16115799,196.05,3526184,42.90,1673084,20.35, 5650278, 68.73, 4981514, 60.60, 3044438,37.03,1738131,21.14,1309115,15.93, 7615751, 92.64, 5314686, 64.65,3977052,48.38,  929960,  505515,  84851,  427276,  -87682, 8220458
"2002:Q3", 45147936,555.15, 53767719,661.14, 8619782,105.99,20848221,256.36, 32919498,404.79, 5834126, 71.74,1951608,24.00, 834048,10.26,15749009,193.65,3490784,42.92,1608428,19.78, 5530540, 68.01, 4683980, 57.60, 2836457,34.88,1675865,20.61,1286529,15.82, 7533775, 92.64, 5455495, 67.08,3916856,48.16,-1095234,-1783107, 114401,  397278,  176194, 8132548
"2002:Q2", 46243170,572.25, 54639939,676.16, 8396768,103.91,20399379,252.44, 34240560,423.72, 5639647, 69.79,1917644,23.73, 839477,10.39,15382630,190.36,3442989,42.61,1573760,19.48, 5439749, 67.32, 5787057, 71.61, 3516487,43.52,1621038,20.06,1226955,15.18, 7448880, 92.18, 5355178, 66.27,3845215,47.58, -602420,-1099970, 150028,  353853,   -6331, 8080919
"2002:Q1", 46845590,588.69, 55052450,691.82, 8206859,103.13,19996262,251.29, 35056188,440.54, 5462929, 68.65,1883516,23.67, 860414,10.81,15027821,188.85,3398294,42.71,1570147,19.73, 5483431, 68.91, 6438332, 80.91, 3965182,49.83,1511474,18.99,1186492,14.91, 7364121, 92.54, 5286725, 66.44,3820431,48.01,  678955,  108675,  -1274,  421827,  149727, 7957569
"2001:Q4", 46166636,595.25, 54238511,699.32, 8071875,104.07,19535474,251.88, 34703037,447.44, 5325436, 68.66,1891827,24.39, 854612,11.02,14650451,188.89,3364300,43.38,1520723,19.61, 5413745, 69.80, 6409224, 82.64, 3885615,50.10,1553317,20.03,1145923,14.77, 7279091, 93.85, 5236966, 67.52,3779157,48.73, 1525432, 1160116, -41258,  299009,  107565, 7755899
"2001:Q3", 44641204,566.26, 52583238,667.00, 7942034,100.74,19180168,243.30, 33403070,423.71, 5210994, 66.10,1814351,23.01, 916689,11.63,14303298,181.43,3311360,42.00,1565510,19.86, 5254515, 66.65, 5688177, 72.15, 3446546,43.72,1615103,20.49,1125395,14.28, 7164731, 90.88, 5287527, 67.07,3821077,48.47,-1050977,-1783539,  76380,  396774,  259408, 7883495
"2001:Q2", 45692181,593.14, 53379629,692.93, 7687447, 99.79,18747789,243.37, 34631840,449.56, 5062712, 65.72,1784249,23.16, 840486,10.91,13925364,180.77,3278795,42.56,1543630,20.04, 5128263, 66.57, 6789842, 88.14, 4128420,53.59,1532651,19.90,1131466,14.69, 7050237, 91.52, 5210591, 67.64,3660368,47.52, 1285182,  781616, -35411,  407332,  131645, 7703502
"2001:Q1", 44407000,578.71, 51891754,676.25, 7484754, 97.54,18304456,238.54, 33587298,437.71, 4901876, 63.88,1749724,22.80, 833154,10.86,13537735,176.42,3246748,42.31,1519973,19.81, 5095733, 66.41, 6341712, 82.64, 3794935,49.46,1596694,20.81,1102835,14.37, 6934504, 90.37, 5098284, 66.44,3622602,47.21, -177689,-1317038, -23630,  704823,  458156, 7673477
"2000:Q4", 44584689,590.00, 52014341,688.32, 7429652, 98.32,17550667,232.25, 34463674,456.07, 4817296, 63.75,1741267,23.04, 871088,11.53,12834096,169.84,3201756,42.37,1514815,20.05, 4773733, 63.17, 7107076, 94.05, 4346609,57.52,1662908,22.01,1060250,14.03, 6819813, 90.25, 5054574, 66.89,3638711,48.15, -545523,-1463685, 126480,  425454,  366229, 7556664
"2000:Q3", 45130212,604.64, 52421899,702.33, 7291688, 97.69,17067897,228.67, 35354002,473.66, 4722334, 63.27,1667073,22.33, 902280,12.09,12441344,166.68,3148175,42.18,1478378,19.81, 4589608, 61.49, 8084758,108.32, 4832612,64.75,1533442,20.54,1063237,14.24, 6729633, 90.16, 4973223, 66.63,3547489,47.53,  661254,  -70907,  -8353,  478997,  261517, 7464027
"2000:Q2", 44468958,607.54, 51575312,704.62, 7106354, 97.09,16540931,225.98, 35034381,478.64, 4609634, 62.98,1601771,21.88, 894949,12.23,12039579,164.48,3104708,42.42,1396644,19.08, 4534014, 61.94, 8176717,111.71, 4811561,65.74,1557018,21.27,1048014,14.32, 6639362, 90.71, 4786929, 65.40,3480766,47.55,   69115, -601051, -39531,  525135,  184562, 7319561
"2000:Q1", 44399843,616.70, 51359547,713.36, 6959704, 96.67,15954479,221.60, 35405068,491.76, 4497268, 62.47,1553765,21.58, 908671,12.62,11590598,160.99,3047919,42.33,1315962,18.28, 4555821, 63.28, 8596659,119.40, 4992670,69.35,1581087,21.96,1063476,14.77, 6549104, 90.96, 4617997, 64.14,3448254,47.89, 1103514,  743612,-125619,  353480,  132041, 7199618
"1999:Q4", 43296329,616.84, 50149188,714.48, 6852860, 97.63,15539768,221.40, 34609420,493.08, 4435042, 63.19,1553622,22.13, 864196,12.31,11196005,159.51,2991093,42.61,1352670,19.27, 4441374, 63.28, 8249791,117.54, 4595926,65.48,1701747,24.24,1068435,15.22, 6459488, 92.03, 4651973, 66.28,3440687,49.02, 2547526, 2096152,-162368,  266839,  346904, 7019003
"1999:Q3", 40748803,591.64, 47428802,688.63, 6679999, 96.99,15227912,221.10, 32200890,467.53, 4351793, 63.18,1511895,21.95, 816310,11.85,10953170,159.03,2950702,42.84,1324040,19.22, 4262025, 61.88, 6934144,100.68, 3815421,55.40,1855581,26.94,1076969,15.64, 6367935, 92.46, 4599386, 66.78,3289429,47.76,   18520, -519748, -55797,  348785,  245280, 6887387
"1999:Q2", 40730283,598.83, 47248447,694.66, 6518164, 95.83,14829986,218.04, 32418461,476.63, 4233758, 62.25,1471581,21.64, 812825,11.95,10663484,156.78,2904845,42.71,1261657,18.55, 4199893, 61.75, 7236376,106.39, 4032937,59.29,1898252,27.91,1090095,16.03, 6276031, 92.27, 4429939, 65.13,3254939,47.86, 1133109,  854675, -40776,  286291,   32919, 6801647
"1999:Q1", 39597174,585.87, 45958848,680.00, 6361674, 94.13,14496446,214.49, 31462402,465.51, 4137208, 61.21,1442398,21.34, 782068,11.57,10389337,153.72,2861270,42.33,1245839,18.43, 4248047, 62.85, 6702453, 99.17, 3712185,54.92,1957294,28.96,1071828,15.86, 6184050, 91.50, 4343413, 64.26,3243131,47.98,  306614,   93184,  -4123,  172171,   45382, 6758699
"1998:Q4", 39290559,588.70, 45563801,682.69, 6273242, 93.99,14293377,214.16, 31270424,468.53, 4057983, 60.80,1441272,21.59, 773987,11.60,10192809,152.72,2833763,42.46,1266805,18.98, 4205588, 63.01, 6736373,100.93, 3585080,53.72,1967219,29.48,1066027,15.97, 6092214, 91.28, 4386182, 65.72,3231741,48.42, 2038072, 1689983,-103533,  245804,  205817, 6674156
"1998:Q3", 37252487,563.82, 43378261,656.53, 6125773, 92.71,14006621,211.99, 29371640,444.54, 3965333, 60.02,1400718,21.20, 759722,11.50, 9969257,150.88,2796729,42.33,1240635,18.78, 4035910, 61.08, 5693070, 86.16, 2938401,44.47,2079371,31.47,1057407,16.00, 5995733, 90.75, 4361845, 66.02,3209904,48.58, -652892,-1187001,  76784,  242412,  214914, 6607201
"1998:Q2", 37905379,581.19, 43914313,673.32, 6008934, 92.13,13731935,210.55, 30182378,462.77, 3888624, 59.62,1367744,20.97, 752566,11.54, 9738045,149.31,2767708,42.44,1226182,18.80, 3963165, 60.77, 6420220, 98.44, 3398252,52.10,2022784,31.01,1037210,15.90, 5899143, 90.45, 4303313, 65.98,3138291,48.12,  708648,  139573, 146515,  282099,  140461, 6522052
"1998:Q1", 37196731,579.36, 43065171,670.76, 5868440, 91.40,13419014,209.01, 29646157,461.75, 3809955, 59.34,1324043,20.62, 734442,11.44, 9499670,147.96,2740061,42.68,1179283,18.37, 3953325, 61.58, 6365928, 99.15, 3312971,51.60,1912782,29.79,1000698,15.59, 5801374, 90.36, 4211185, 65.59,3087895,48.10, 1629508, 1175287,  48272,  192756,  213193, 6420339
"1997:Q4", 35567223,565.80, 41378843,658.25, 5811619, 92.45,13201688,210.01, 28177155,448.24, 3754709, 59.73,1344165,21.38, 712745,11.34, 9330289,148.43,2717961,43.24,1153438,18.35, 3899973, 62.04, 5653089, 89.93, 2850523,45.35,1910371,30.39, 954837,15.19, 5704961, 90.75, 4164134, 66.24,3039267,48.35,  619136,  126387,  51271,  192820,  248657, 6286188
"1997:Q3", 34948087,565.93, 40662667,658.47, 5714580, 92.54,12979877,210.19, 27682790,448.28, 3717470, 60.20,1305805,21.15, 691305,11.19, 9213319,149.20,2689994,43.56,1076564,17.43, 3823331, 61.91, 5498815, 89.05, 2878410,46.61,1890300,30.61, 923637,14.96, 5637173, 91.29, 4036270, 65.36,2994854,48.50, 1037333,  660473,  72971,  150394,  153495, 6175301
"1997:Q2", 33910755,557.10, 39503744,648.98, 5592989, 91.88,12804484,210.36, 26699260,438.62, 3632394, 59.67,1278038,21.00, 682557,11.21, 9095169,149.42,2666965,43.81,1042350,17.12, 3765308, 61.86, 5156169, 84.71, 2560583,42.07,1864913,30.64, 876053,14.39, 5568870, 91.49, 3952117, 64.93,2955247,48.55, 1385893, 1055696,  41209,  143759,  145230, 6087066
"1997:Q1", 32524862,540.27, 38020853,631.57, 5495991, 91.29,12648915,210.11, 25371938,421.46, 3580947, 59.48,1254175,20.83, 660870,10.98, 8963588,148.90,2657044,44.14,1028283,17.08, 3752343, 62.33, 4477134, 74.37, 2183923,36.28,1851089,30.75, 848668,14.10, 5500428, 91.37, 3880326, 64.46,2878027,47.81,  301434,   49364,-108460,  132766,  227764, 6020067
"1996:Q4", 32223428,542.56, 37676961,634.38, 5453533, 91.82,12485400,210.22, 25191561,424.16, 3538631, 59.58,1273878,21.45, 641024,10.79, 8889105,149.67,2627929,44.25, 968366,16.30, 3697470, 62.26, 4454640, 75.00, 2157052,36.32,1961510,33.03, 846707,14.26, 5431839, 91.46, 3784991, 63.73,2857352,48.11,  738285,  378506,  42109,  122207,  195464, 5939133
"1996:Q3", 31485143,536.44, 36837349,627.63, 5352206, 91.19,12339560,210.24, 24497789,417.39, 3489362, 59.45,1229847,20.95, 632997,10.78, 8808093,150.07,2605175,44.39, 926292,15.78, 3657507, 62.32, 4220792, 71.91, 2012394,34.29,1934419,32.96, 831689,14.17, 5363741, 91.39, 3703414, 63.10,2773831,47.26,  316877,   81562,  29845,  107935,   97535, 5869286
"1996:Q2", 31168265,537.47, 36421355,628.06, 5253090, 90.59,12204200,210.45, 24217155,417.60, 3432208, 59.19,1196579,20.63, 624303,10.77, 8700808,150.04,2578816,44.47, 924576,15.94, 3613454, 62.31, 4235968, 73.05, 1915656,33.03,1919703,33.10, 816560,14.08, 5295375, 91.31, 3668136, 63.25,2752303,47.46,  492088,  262729,  88648,  115072,   25640, 5799069
"1996:Q1", 30676177,537.33, 35828176,627.58, 5151998, 90.24,12072254,211.46, 23755922,416.12, 3378859, 59.19,1162207,20.36, 610932,10.70, 8590662,150.48,2562443,44.88, 919149,16.10, 3625497, 63.51, 4101021, 71.83, 1787875,31.32,1841864,32.26, 805751,14.11, 5226608, 91.55, 3626815, 63.53,2740491,48.00,  570914,  270164,     95,  108729,  191926, 5708977
"1995:Q4", 30105263,535.19, 35185795,625.51, 5080532, 90.32,11929586,212.08, 23256209,413.44, 3320508, 59.03,1168160,20.77, 591864,10.52, 8489248,150.92,2529306,44.96, 911032,16.20, 3512158, 62.44, 3981393, 70.78, 1637339,29.11,1851096,32.91, 796423,14.16, 5158201, 91.70, 3596521, 63.94,2723078,48.41,  716401,  390392,  84038,   86344,  155627, 5625106
"1995:Q3", 29388862,527.74, 34373636,617.25, 4984774, 89.51,11818659,212.23, 22554977,405.02, 3290338, 59.08,1109599,19.93, 584837,10.50, 8413137,151.08,2505024,44.98, 900498,16.17, 3465451, 62.23, 3657583, 65.68, 1570757,28.21,1799215,32.31, 764267,13.72, 5084120, 91.30, 3549924, 63.75,2663660,47.83,  462734,  415117,  59747,  -84918,   72787, 5568821
"1995:Q2", 28926129,526.28, 33796481,614.89, 4870353, 88.61,11881627,216.17, 21914854,398.71, 3238836, 58.93,1063126,19.34, 568390,10.34, 8508308,154.80,2484332,45.20, 888987,16.17, 3454010, 62.84, 3392418, 61.72, 1420805,25.85,1763156,32.08, 740579,13.47, 5009347, 91.14, 3490749, 63.51,2643791,48.10,  593321,  341916, -21761,   97093,  176073, 5496388
"1995:Q1", 28332807,519.92, 33110305,607.59, 4777498, 87.67,11759563,215.79, 21350742,391.79, 3192436, 58.58,1024546,18.80, 560516,10.29, 8415203,154.42,2460696,45.15, 883664,16.22, 3381954, 62.06, 3180914, 58.37, 1290393,23.68,1793818,32.92, 731677,13.43, 4934618, 90.55, 3449728, 63.30,2587640,47.48,  562954,  313762, -12983,   58522,  203653, 5449491
"1994:Q4", 27769853,516.41, 32516578,604.67, 4746725, 88.27,11662710,216.88, 20853868,387.80, 3166443, 58.88,1021168,18.99, 559114,10.40, 8361797,155.50,2424136,45.08, 876777,16.30, 3333874, 62.00, 2964718, 55.13, 1192826,22.18,1821825,33.88, 716654,13.33, 4860375, 90.38, 3412886, 63.47,2550709,47.43,  219390,    3816,  84932,   79045,   51597, 5377530
"1994:Q3", 27550463,522.10, 32176103,609.76, 4625640, 87.66,11554846,218.97, 20621257,390.79, 3121544, 59.16, 959953,18.19, 544143,10.31, 8293641,157.17,2396514,45.42, 864691,16.39, 3311164, 62.75, 2914527, 55.23, 1239201,23.48,1695224,32.13, 758323,14.37, 4793473, 90.84, 3363972, 63.75,2545373,48.24,  400564,  144332,  29480,  112819,  113933, 5276837
"1994:Q2", 27149899,521.26, 31685760,608.34, 4535862, 87.09,11403893,218.95, 20281867,389.40, 3075116, 59.04, 918580,17.64, 542166,10.41, 8190463,157.25,2359614,45.30, 853816,16.39, 3293408, 63.23, 2863951, 54.99, 1145445,21.99,1664672,31.96, 759395,14.58, 4726077, 90.74, 3314135, 63.63,2514784,48.28,  212118,  -32730,  65138,  120350,   59361, 5208541
"1994:Q1", 26937781,525.26, 31387496,612.02, 4449715, 86.76,11248766,219.34, 20138730,392.68, 3029953, 59.08, 883876,17.23, 535886,10.45, 8082369,157.60,2326158,45.36, 840239,16.38, 3340810, 65.14, 2922364, 56.98, 1119762,21.83,1581847,30.84, 777082,15.15, 4659158, 90.85, 3246396, 63.30,2491310,48.58,  168800, -137068,  55139,   86943,  163786, 5128478
"1993:Q4", 26768981,527.24, 31185815,614.24, 4416834, 86.99,11136596,219.35, 20049219,394.89, 2999676, 59.08, 886169,17.45, 530989,10.46, 8006742,157.70,2302248,45.35, 827606,16.30, 3349602, 65.97, 3059332, 60.26, 1119862,22.06,1478849,29.13, 824941,16.25, 4592055, 90.45, 3189137, 62.81,2435441,47.97,  454236,  186530,  86840,  113816,   67050, 5077153
"1993:Q3", 26314744,524.91, 30637360,611.13, 4322616, 86.22,10984907,219.12, 19652453,392.01, 2958532, 59.01, 842668,16.81, 521416,10.40, 7896020,157.50,2266067,45.20, 822820,16.41, 3347194, 66.77, 2923630, 58.32, 1069035,21.32,1425446,28.43, 791504,15.79, 4528985, 90.34, 3150407, 62.84,2416253,48.20,  435875,  186309,  50293,  119701,   79572, 5013209
"1993:Q2", 25878870,518.89, 30114467,603.81, 4235597, 84.93,10834811,217.24, 19279656,386.57, 2908346, 58.31, 818662,16.41, 508589,10.20, 7780087,156.00,2236446,44.84, 818278,16.41, 3341317, 67.00, 2828075, 56.70,  978281,19.62,1419885,28.47, 746772,14.97, 4465662, 89.54, 3102719, 62.21,2396945,48.06,  286648,   68325,  15208,  108784,   94331, 4987377
"1993:Q1", 25592222,518.20, 29759439,602.58, 4167217, 84.38,10695110,216.56, 19064329,386.02, 2854704, 57.80, 807262,16.35, 505251,10.23, 7670105,155.31,2206614,44.68, 818391,16.57, 3354320, 67.92, 2828900, 57.28,  909131,18.41,1441063,29.18, 710386,14.38, 4402254, 89.14, 3067861, 62.12,2350414,47.59,  339380,  133095,  91607,   16061,   98617, 4938702
"1992:Q4", 25252842,516.33, 29411978,601.37, 4159136, 85.04,10665051,218.06, 18746927,383.31, 2840902, 58.09, 824769,16.86, 493466,10.09, 7652203,156.46,2193468,44.85, 819380,16.75, 3413925, 69.80, 2769023, 56.62,  835913,17.09,1410803,28.85, 649039,13.27, 4338812, 88.71, 3030265, 61.96,2299147,47.01,  600999,  411550,  30577,   75575,   83296, 4890790
"1992:Q3", 24651844,509.81, 28737713,594.31, 4085869, 84.50,10565838,218.51, 18171875,375.80, 2795878, 57.82, 801933,16.58, 488058,10.09, 7563988,156.43,2171724,44.91, 830126,17.17, 3395883, 70.23, 2433807, 50.33,  759579,15.71,1408439,29.13, 620826,12.84, 4238507, 87.65, 3041370, 62.90,2273464,47.02,  384235,  121436,  62666,  103761,   96372, 4835461
"1992:Q2", 24267609,507.25, 28285620,591.24, 4018011, 83.99,10441605,218.26, 17844015,372.98, 2741243, 57.30, 792332,16.56, 484436,10.13, 7448054,155.68,2153221,45.01, 840330,17.56, 3409233, 71.26, 2349068, 49.10,  722882,15.11,1383610,28.92, 582989,12.19, 4137837, 86.49, 3030836, 63.35,2227559,46.56,  120231,  -11933,  27319,   42147,   62699, 4784123
"1992:Q1", 24147378,512.86, 28121285,597.26, 3973908, 84.40,10376639,220.39, 17744646,376.87, 2708276, 57.52, 793353,16.85, 472279,10.03, 7394546,157.05,2132204,45.29, 849889,18.05, 3454198, 73.36, 2384657, 50.65,  699226,14.85,1393715,29.60, 545565,11.59, 4037086, 85.74, 3037102, 64.50,2193096,46.58,   18777,  -61710,  24972,   51321,    4194, 4708396
"1991:Q4", 24128601,525.61, 28082178,611.74, 3953577, 86.12,10308658,224.56, 17773520,387.17, 2667879, 58.12, 815581,17.77, 470117,10.24, 7330585,159.69,2117447,46.13, 860626,18.75, 3570741, 77.78, 2460159, 53.59,  685434,14.93,1346871,29.34, 567437,12.36, 3936501, 85.75, 3051486, 66.47,2154890,46.94,  567830,  423727,  66419,   41125,   36559, 4590565
"1991:Q3", 23560771,521.02, 27430497,606.59, 3869727, 85.57,10251935,226.71, 17178562,379.88, 2614503, 57.82, 802500,17.75, 452724,10.01, 7270390,160.78,2103475,46.52, 878070,19.42, 3554756, 78.61, 2093154, 46.29,  628712,13.90,1340423,29.64, 507467,11.22, 3868334, 85.54, 3076147, 68.03,2109569,46.65,  331798,  175217,  46611,   48882,   61088, 4522073
"1991:Q2", 23228972,519.15, 27056488,604.69, 3827516, 85.54,10181563,227.55, 16874925,377.14, 2590650, 57.90, 801306,17.91, 435560, 9.73, 7202811,160.98,2083698,46.57, 895054,20.00, 3573035, 79.85, 1967421, 43.97,  579229,12.95,1325136,29.62, 476143,10.64, 3799883, 84.92, 3084979, 68.95,2069100,46.24,   87779,  -17864,  67326,   52306,  -13990, 4474407
"1991:Q1", 23141194,523.91, 26903346,609.09, 3762152, 85.17,10111638,228.93, 16791708,380.16, 2529692, 57.27, 802207,18.16, 430253, 9.74, 7147403,161.82,2067784,46.81, 896451,20.30, 3639700, 82.40, 1997328, 45.22,  567185,12.84,1283016,29.05, 450937,10.21, 3731375, 84.48, 3082407, 69.79,2039760,46.18,  507437,  347080,  12773,   -3418,  151001, 4416999
"1990:Q4", 22633757,516.69, 26369988,601.98, 3736231, 85.29,10083770,230.19, 16286218,371.79, 2489811, 56.84, 824391,18.82, 422029, 9.63, 7146396,163.14,2039042,46.55, 898332,20.51, 3579399, 81.71, 1705347, 38.93,  512086,11.69,1310346,29.91, 410834, 9.38, 3663118, 83.62, 3094227, 70.64,2010863,45.90,  449892,  249738,  84453,  -15791,  131493, 4380538
"1990:Q3", 22183865,509.02, 25853410,593.22, 3669545, 84.20,10074386,231.16, 15779024,362.06, 2447266, 56.15, 812302,18.64, 409977, 9.41, 7162726,164.35,2016154,46.26, 895506,20.55, 3529812, 80.99, 1506352, 34.56,  461344,10.59,1251280,28.71, 385447, 8.84, 3598294, 82.56, 3077698, 70.62,1968797,45.17, -128350, -402001,  47577,   79548,  146525, 4358183
"1990:Q2", 22312215,518.54, 25918178,602.34, 3605963, 83.80, 9968788,231.68, 15949390,370.67, 2395917, 55.68, 798712,18.56, 411334, 9.56, 7085162,164.66,1992387,46.30, 891239,20.71, 3492120, 81.16, 1831014, 42.55,  538682,12.52,1203834,27.98, 385316, 8.95, 3533339, 82.12, 3045548, 70.78,1919537,44.61,  294303,   91198,  54115,   71897,   77093, 4302906
