DATE,TB3MS_CHG
1981-10-01,-3.3033333333333333
1982-01-01,1.0633333333333333
1982-04-01,-0.3933333333333333
1982-07-01,-3.1033333333333333
1982-10-01,-1.4100000000000000
1983-01-01,0.2000000000000000
1983-04-01,0.2900000000000000
1983-07-01,0.7433333333333333
1983-10-01,-0.3400000000000000
1984-01-01,0.3700000000000000
1984-04-01,0.6266666666666667
1984-07-01,0.5233333333333333
1984-10-01,-1.5166666666666667
1985-01-01,-0.6200000000000000
1985-04-01,-0.7233333333333333
1985-07-01,-0.3533333333333333
1985-10-01,0.0600000000000000
1986-01-01,-0.2700000000000000
1986-04-01,-0.7566666666666667
1986-07-01,-0.6166666666666667
1986-10-01,-0.1700000000000000
1987-01-01,0.1833333333333334
1987-04-01,0.1200000000000000
1987-07-01,0.3866666666666666
1987-10-01,-0.1800000000000000
1988-01-01,-0.1400000000000000
1988-04-01,0.4866666666666667
1988-07-01,0.8000000000000000
1988-10-01,0.7166666666666667
1989-01-01,0.8133333333333333
1989-04-01,-0.1300000000000000
1989-07-01,-0.5666666666666667
1989-10-01,-0.1900000000000000
1990-01-01,0.1066666666666667
1990-04-01,-0.0133333333333333
1990-07-01,-0.2700000000000000
1990-10-01,-0.4866666666666667
1991-01-01,-0.9666666666666667
1991-04-01,-0.4633333333333333
1991-07-01,-0.1833333333333333
1991-10-01,-0.8366666666666667
1992-01-01,-0.6466666666666667
1992-04-01,-0.2133333333333333
1992-07-01,-0.5966666666666667
1992-10-01,-0.0133333333333333
1993-01-01,-0.1100000000000000
1993-04-01,0.0066666666666667
1993-07-01,0.0366666666666666
1993-10-01,0.0566666666666667
1994-01-01,0.1833333333333333
1994-04-01,0.7433333333333334
1994-07-01,0.4900000000000000
1994-10-01,0.8033333333333333
1995-01-01,0.4566666666666667
1995-04-01,-0.1400000000000000
1995-07-01,-0.2300000000000000
1995-10-01,-0.1066666666666667
1996-01-01,-0.3300000000000000
1996-04-01,0.0900000000000000
1996-07-01,0.0766666666666667
1996-10-01,-0.1200000000000000
1997-01-01,0.0833333333333333
1997-04-01,-0.0133333333333333
1997-07-01,0.0000000000000000
1997-10-01,0.0433333333333333
1998-01-01,-0.0366666666666667
1998-04-01,-0.0766666666666666
1998-07-01,-0.1533333333333334
1998-10-01,-0.5700000000000000
1999-01-01,0.1533333333333334
1999-04-01,0.0466666666666666
1999-07-01,0.1966666666666667
1999-10-01,0.3933333333333333
2000-01-01,0.4766666666666667
2000-04-01,0.1933333333333333
2000-07-01,0.3033333333333334
2000-10-01,0.0000000000000000
2001-01-01,-1.2000000000000000
2001-04-01,-1.1566666666666667
2001-07-01,-0.4900000000000000
2001-10-01,-1.2633333333333333
2002-01-01,-0.1866666666666667
2002-04-01,-0.0066666666666667
2002-07-01,-0.0700000000000000
2002-10-01,-0.3100000000000000
2003-01-01,-0.17666666666666663333
2003-04-01,-0.11666666666666666667
2003-07-01,-0.11000000000000000000
2003-10-01,-0.01333333333333333333
2004-01-01,0.00000000000000000000
2004-04-01,0.16000000000000000000
2004-07-01,0.41000000000000003333
2004-10-01,0.5200000000000000
2005-01-01,0.5300000000000000
2005-04-01,0.3266666666666666
2005-07-01,0.4966666666666667
2005-10-01,0.4666666666666667
2006-01-01,0.5666666666666666
2006-04-01,0.3100000000000000
2006-07-01,0.2033333333333334
2006-10-01,-0.0033333333333334
2007-01-01,0.0800000000000000
2007-04-01,-0.2466666666666666
2007-07-01,-0.4333333333333334
2007-10-01,-0.9133333333333333
2008-01-01,-1.3466666666666667
2008-04-01,-0.4166666666666666
2008-07-01,-0.1333333333333334
2008-10-01,-1.19666666666666663333
2009-01-01,-0.08333333333333333334
2009-04-01,-0.04000000000000000000
2009-07-01,-0.01666666666666666666
2009-10-01,-0.10000000000000000000
2010-01-01,0.05000000000000000000
2010-04-01,0.04000000000000000000
2010-07-01,0.01000000000000000000
2010-10-01,-0.02000000000000000000
2011-01-01,-0.01000000000000000000
2011-04-01,-0.08000000000000000000
2011-07-01,-0.02333333333333333334
2011-10-01,-0.01000000000000000000
2012-01-01,0.05333333333333333334
2012-04-01,0.02000000000000000000
2012-07-01,0.01666666666666666666
2012-10-01,-0.01666666666666666666
2013-01-01,0.00000000000000000000
2013-04-01,-0.03666666666666666667
2013-07-01,-0.01666666666666666667
2013-10-01,0.03000000000000000000
2014-01-01,-0.01666666666666666666
2014-04-01,-0.01333333333333333334
2014-07-01,-0.00666666666666666666
2014-10-01,-0.00333333333333333334
2015-01-01,0.00333333333333333334
2015-04-01,-0.00666666666666666667
2015-07-01,0.02000000000000000000
2015-10-01,0.08333333333333333333
2016-01-01,0.16333333333333333334
2016-04-01,-0.03000000000000000000
2016-07-01,0.04000000000000000000
2016-10-01,0.13333333333333333333
2017-01-01,0.16000000000000000000
2017-04-01,0.30000000000000000000
2017-07-01,0.14666666666666666667
2017-10-01,0.17000000000000000000
2018-01-01,0.35333333333333333333
2018-04-01,0.2800000000000000
2018-07-01,0.2000000000000000
2018-10-01,0.2766666666666667
2019-01-01,0.0700000000000000
2019-04-01,-0.0866666666666667
2019-07-01,-0.3200000000000000
2019-10-01,-0.4033333333333333
2020-01-01,-0.46666666666666670000
2020-04-01,-0.96666666666666666667
2020-07-01,-0.03000000000000000000
2020-10-01,-0.02000000000000000000
2021-01-01,-0.04333333333333333333
2021-04-01,-0.02333333333333333333
2021-07-01,0.02000000000000000000
2021-10-01,0.00666666666666666666
2022-01-01,0.25333333333333333334
2022-04-01,0.77000000000000000000
2022-07-01,1.58666666666666663333
2022-10-01,1.3766666666666667
2023-01-01,0.5866666666666667
2023-04-01,0.4466666666666666
2023-07-01,0.2166666666666667
2023-10-01,-0.0066666666666667
2024-01-01,-0.0500000000000000
2024-04-01,0.0100000000000000
2024-07-01,-0.2533333333333333
2024-10-01,.
